
PEUGEOT,Trajets,Salarie,7,61168,1275,0
RENAULT,Prive,Retraite,2,50158,1761,0
RENAULT,Prive,Salarie,11,92032,337,0
RENAULT,Trajets,Salarie,6,54304,1794,0
FIAT,Prive,Retraite,6,34052,1109,0
VOLKSWAGEN,Professionnel,Marin,8,31578,1658,1
PEUGEOT,Prive,Retraite,6,60360,1852,1
MAZDA,Prive,Retraite,7,67482,1330,0
PEUGEOT,Prive,Retraite,5,20083,180,1
RENAULT,Prive,Retraite,6,03310,754,0
PEUGEOT,Professionnel,Agriculteur,7,63449,1878,0
RENAULT,Professionnel,Agriculteur,7,59397,1236,0
MAZDA,Trajets,Salarie,8,60589,1270,0
RENAULT,Trajets,Salarie,6,10237,786,0
ALFAROMEO,Trajets,Salarie,9,67067,1331,1
TOYOTA,Prive,Autre,7,85110,703,0
RENAULT,Trajets,Salarie,6,08337,100,0
VOLKSWAGEN,Professionnel,Artisan,7,35281,1682,0
RENAULT,deplacements,Fonctionnaire,9,29019,934,1
PEUGEOT,Trajets,Fonctionnaire,5,78005,001,1
TALBOT,Prive,Retraite,4,18187,1600,0
RENAULT,Trajets,Fonctionnaire,2,59210,1823,0
AUTRES,Prive,Retraite,10,0,1525,0
PEUGEOT,Prive,Salarie,6,74256,1928,1
FIAT,Professionnel,Commerce,4,21227,1607,0
FIAT,Trajets,Salarie,9,10182,785,1
PEUGEOT,deplacements,Fonctionnaire,6,17415,861,1
PEUGEOT,Trajets,Autre,5,64102,1317,0
RENAULT,Trajets,Salarie,5,22245,194,0
ALFAROMEO,Prive,Autre,8,93066,2019,0
CITROEN,Prive,Retraite,2,52456,1780,0
RENAULT,Prive,Retraite,3,69202,1343,0
AUDI,Trajets,Fonctionnaire,10,88087,1500,0
RENAULT,Trajets,Salarie,9,40314,1718,0
FIAT,Prive,Retraite,4,70105,577,0
OPEL,Trajets,Salarie,8,18133,164,0
PEUGEOT,Trajets,Fonctionnaire,5,71230,1917,0
PORSCHE,Trajets,Fonctionnaire,11,84129,686,1
TOYOTA,Trajets,Salarie,11,77284,1406,1
RENAULT,Trajets,Salarie,6,49160,1757,0
NISSAN,Trajets,Etudiant,5,49083,1124,0
CITROEN,Prive,Autre,5,34145,309,0
CITROEN,Professionnel,Agriculteur,7,47061,395,0
RENAULT,Trajets,Fonctionnaire,8,88304,1506,1
RENAULT,Trajets,Salarie,7,10081,1778,0
AUSTIN,Prive,Salarie,4,82033,1976,0
CITROEN,Trajets,Salarie,2,22224,1618,0
PEUGEOT,Prive,Autre,7,62119,1860,0
TOYOTA,Trajets,Salarie,11,75000,2136,0
FORD,Trajets,Fonctionnaire,8,89387,2011,0
FORD,deplacements,Societe,9,02468,1534,1
LADA,Prive,Fonctionnaire,6,17393,1592,0
VOLKSWAGEN,Trajets,Salarie,9,19031,1601,1
RENAULT,Trajets,Artisan,7,60139,1854,1
PEUGEOT,Prive,Fonctionnaire,6,66177,536,0
CITROEN,Professionnel,Agriculteur,4,14061,831,0
CITROEN,Professionnel,Artisan,5,15099,1584,0
OPEL,Trajets,Etudiant,8,92012,2142,0
RENAULT,Trajets,Salarie,5,27275,223,0
LADA,Prive,Salarie,5,70414,581,0
RENAULT,deplacements,Artisan,4,35133,1698,0
PEUGEOT,Prive,Retraite,7,12208,1557,0
CITROEN,Professionnel,Commerce,6,65440,526,0
RENAULT,deplacements,Fonctionnaire,8,62797,1859,1
RENAULT,Prive,Salarie,5,21231,189,0
PEUGEOT,Prive,Salarie,5,30189,250,0
PEUGEOT,Trajets,Fonctionnaire,7,54472,431,0
PEUGEOT,Trajets,Salarie,4,74119,1377,1
RENAULT,Trajets,Salarie,4,92025,2120,1
RENAULT,Prive,Salarie,11,17360,160,1
RENAULT,Prive,Retraite,6,35168,1010,0
RENAULT,Trajets,Salarie,6,95268,640,0
ROVER,Prive,Retraite,9,19038,873,1
RENAULT,Prive,Fonctionnaire,5,54197,1173,0
OPEL,Trajets,Autre,7,68208,568,0
CITROEN,Professionnel,Agriculteur,6,66065,532,0
AUTRES,Prive,Retraite,11,33165,120,1
RENAULT,Trajets,Salarie,8,33161,991,0
RENAULT,Trajets,Salarie,3,01024,030,0
PEUGEOT,Trajets,Salarie,4,66207,1899,0
RENAULT,Trajets,Salarie,10,71566,1914,1
RENAULT,Trajets,Fonctionnaire,4,67471,1334,0
CITROEN,Trajets,Salarie,8,50148,1140,0
FIAT,Trajets,Salarie,5,48103,397,0
RENAULT,Trajets,Salarie,3,68149,567,0
FORD,Prive,Salarie,5,59616,1833,0
PEUGEOT,Professionnel,Agriculteur,6,47071,1114,0
PEUGEOT,Prive,Autre,5,80552,1448,0
FORD,Prive,Autre,7,55533,1793,0
CITROEN,Trajets,Salarie,9,74224,600,1
RENAULT,Professionnel,Commerce,6,12160,117,0
FIAT,Trajets,Salarie,7,78481,1958,1
RENAULT,Trajets,Autre,3,21231,1606,0
MERCEDESBENZ,Prive,Retraite,11,33447,998,1
PEUGEOT,Trajets,Salarie,6,33243,1669,0
PEUGEOT,Trajets,Salarie,8,55132,1148,0
FORD,Prive,Salarie,7,62464,1861,1
ROVER,Trajets,Salarie,8,57660,1195,1
RENAULT,deplacements,Societe,4,72181,1921,0
FORD,Prive,Autre,7,55533,1793,0
VOLKSWAGEN,Trajets,Salarie,6,14139,833,0
VOLKSWAGEN,Trajets,Salarie,7,59350,1825,1
VOLKSWAGEN,Prive,Retraite,6,65084,1897,0
RENAULT,Prive,Retraite,8,18033,162,0
RENAULT,Trajets,Salarie,6,16065,850,1
RENAULT,Trajets,Salarie,8,64140,1316,0
AUTRES,Trajets,Salarie,4,35097,1688,0
FORD,Trajets,Salarie,9,06012,768,1
ALFAROMEO,Professionnel,Salarie,8,84007,685,0
PEUGEOT,Prive,Retraite,6,39300,1048,0
RENAULT,Professionnel,Societe,5,71263,1910,0
PEUGEOT,Trajets,Salarie,6,30042,253,0
FORD,Trajets,Salarie,6,21464,344,0
LADA,Trajets,Salarie,5,06069,065,0
RENAULT,Trajets,Salarie,5,26252,908,0
PEUGEOT,deplacements,Societe,8,42059,572,1
TALBOT,Trajets,Salarie,6,58194,1807,0
VOLKSWAGEN,Trajets,Salarie,9,19031,1601,1
CITROEN,Trajets,Salarie,8,63003,1733,0
AUTRES,Prive,Salarie,9,91228,2155,0
CITROEN,Professionnel,Agriculteur,6,66065,532,0
FIAT,Prive,Fonctionnaire,4,34032,1007,0
NISSAN,Professionnel,Agriculteur,5,56239,327,0
RENAULT,Prive,Autre,3,10362,791,0
MERCEDESBENZ,Trajets,Salarie,11,93045,2083,1
PEUGEOT,Prive,Salarie,5,59421,1862,0
SEAT,Prive,Fonctionnaire,5,68069,553,0
VOLKSWAGEN,Trajets,Salarie,8,80010,1444,0
PEUGEOT,Trajets,Salarie,5,76057,628,0
RENAULT,Trajets,Salarie,10,57462,551,0
RENAULT,Prive,Salarie,8,60000,1850,1
RENAULT,Trajets,Etudiant,7,82121,103,1
PEUGEOT,Trajets,Fonctionnaire,5,06052,2074,0
RENAULT,Trajets,Salarie,4,88309,1514,0
PEUGEOT,Prive,Autre,5,80552,1448,0
VOLKSWAGEN,Prive,Salarie,5,57299,462,0
RENAULT,Trajets,Fonctionnaire,9,0,1522,1
PEUGEOT,Trajets,Salarie,8,06088,069,1
RENAULT,Trajets,Fonctionnaire,6,59149,742,0
CITROEN,Trajets,Salarie,5,33539,999,0
RENAULT,Trajets,Fonctionnaire,9,44069,1088,0
VOLKSWAGEN,Trajets,Fonctionnaire,6,79093,1433,0
NISSAN,Trajets,Fonctionnaire,8,52093,1150,0
RENAULT,Trajets,Fonctionnaire,4,31555,1659,0
RENAULT,Trajets,Salarie,6,63113,1874,0
PEUGEOT,Trajets,Salarie,6,57543,470,0
VOLKSWAGEN,Trajets,Fonctionnaire,6,61319,1363,0
RENAULT,Trajets,Salarie,3,13106,798,0
AUDI,Trajets,Salarie,9,94017,2099,1
VOLKSWAGEN,Professionnel,Profliberale,10,45234,1746,1
PEUGEOT,Trajets,Salarie,8,34010,1678,0
RENAULT,Professionnel,Agriculteur,2,10034,1553,0
RENAULT,Trajets,Autre,3,21231,1606,0
CITROEN,Trajets,Salarie,9,74224,600,1
CITROEN,deplacements,Administratif,4,33522,978,0
OPEL,Trajets,Salarie,6,76634,1400,0
TALBOT,Trajets,Salarie,3,31445,110,0
RENAULT,Trajets,Fonctionnaire,6,62832,1867,0
RENAULT,deplacements,Fonctionnaire,7,50129,1764,1
VOLKSWAGEN,Trajets,Fonctionnaire,8,83050,672,0
FORD,Trajets,Etudiant,7,31555,279,0
FORD,Professionnel,Commerce,6,24194,984,0
RENAULT,Prive,Retraite,6,61163,496,0
RENAULT,Trajets,Salarie,6,79902,854,0
RENAULT,Trajets,Artisan,8,83144,1475,0
RENAULT,Prive,Autre,4,09261,782,0
RENAULT,Trajets,Fonctionnaire,5,31399,264,0
PEUGEOT,Professionnel,Agriculteur,8,59474,1858,0
RENAULT,Professionnel,Artisan,6,56033,326,0
CITROEN,Prive,Retraite,4,35201,1017,0
RENAULT,Trajets,Fonctionnaire,7,59650,1251,1
RENAULT,Trajets,Salarie,5,26252,908,0
FIAT,Trajets,Salarie,5,48103,397,0
RENAULT,Trajets,Fonctionnaire,10,25019,891,1
RENAULT,Trajets,Salarie,4,69190,1341,0
CITROEN,Trajets,Salarie,6,29020,242,0
RENAULT,Trajets,Fonctionnaire,6,27056,1638,0
RENAULT,Professionnel,Societe,2,75000,2129,0
MERCEDESBENZ,Professionnel,Societe,6,34032,1674,0
BMW,Trajets,Salarie,11,36229,1024,1
RENAULT,Prive,Salarie,5,15202,1582,0
FORD,Professionnel,Agriculteur,6,64112,1323,0
RENAULT,Trajets,Salarie,4,68246,564,0
RENAULT,Professionnel,Artisan,9,15059,1583,1
RENAULT,Prive,Retraite,4,51388,418,0
RENAULT,deplacements,Autre,4,49360,367,0
FORD,Trajets,Salarie,6,93014,2022,0
CITROEN,Professionnel,Societe,7,88196,2009,1
PEUGEOT,Professionnel,Commerce,7,44001,369,0
CITROEN,Trajets,Salarie,7,76711,1395,0
RENAULT,Prive,Salarie,5,13000,2078,0
RENAULT,Trajets,Salarie,6,63113,1874,0
FORD,Professionnel,Salarie,6,95219,2118,1
RENAULT,Trajets,Salarie,8,37265,1708,0
RENAULT,Professionnel,Artisan,5,74081,601,0
PEUGEOT,Prive,Salarie,9,92025,2115,1
TOYOTA,Prive,Retraite,11,11116,1555,1
CITROEN,Trajets,Salarie,7,60463,494,0
OPEL,Professionnel,Artisan,5,62836,1301,0
RENAULT,Professionnel,Artisan,4,19031,171,0
VOLKSWAGEN,Professionnel,Commerce,7,80721,659,1
AUDI,Trajets,Fonctionnaire,10,88087,1500,0
RENAULT,Prive,Salarie,6,42183,1072,1
PEUGEOT,Trajets,Salarie,10,59410,1828,0
FORD,Professionnel,Fonctionnaire,7,17415,026,1
FORD,Prive,Salarie,8,64499,523,1
RENAULT,Trajets,Salarie,6,37065,1703,0
RENAULT,Prive,Autre,4,31586,1895,0
MERCEDESBENZ,Professionnel,Marin,9,80021,654,1
RENAULT,Professionnel,Agriculteur,2,24007,204,0
RENAULT,Trajets,Autre,4,33099,1672,0
RENAULT,Prive,Salarie,4,94077,2106,0
FORD,Prive,Autre,11,60104,1257,0
RENAULT,Professionnel,Agriculteur,4,56004,1801,0
CITROEN,Trajets,Salarie,3,71130,586,0
RENAULT,Trajets,Salarie,11,54081,1159,0
RENAULT,Prive,Fonctionnaire,6,22352,878,0
FIAT,Professionnel,Agriculteur,4,08200,099,0
RENAULT,Trajets,Salarie,4,80279,1451,0
RENAULT,Professionnel,Ministere,11,14333,142,1
CITROEN,Trajets,Salarie,5,01269,1147,0
RENAULT,Professionnel,Commerce,9,47112,387,1
AUTRES,Prive,Retraite,11,13019,806,1
RENAULT,Trajets,Salarie,4,59226,1812,0
PEUGEOT,Trajets,Salarie,4,66207,1899,0
OPEL,Professionnel,Agriculteur,7,59662,1247,0
RENAULT,Prive,Retraite,5,93048,610,0
RENAULT,Prive,Autre,8,06088,770,1
FORD,Trajets,Salarie,4,39487,351,1
CITROEN,Trajets,Salarie,2,12305,119,0
PEUGEOT,Trajets,Salarie,10,50478,1135,0
FORD,Professionnel,Agriculteur,5,63165,173,0
RENAULT,Professionnel,Salarie,10,01267,729,1
RENAULT,Prive,Retraite,8,18033,162,0
LADA,Trajets,Salarie,6,34255,1676,0
PEUGEOT,Professionnel,Societe,7,78498,1425,0
CITROEN,deplacements,Administratif,5,55111,1200,0
PEUGEOT,Professionnel,Fonctionnaire,6,87154,711,0
FORD,Trajets,Salarie,5,88320,717,0
BMW,Trajets,Salarie,11,64214,1318,1
AUDI,Professionnel,Commerce,10,77400,2124,0
CITROEN,Professionnel,Societe,5,21317,1551,0
FIAT,Trajets,Salarie,4,56206,1191,0
PEUGEOT,Prive,Salarie,7,46024,1101,0
FORD,Trajets,Etudiant,5,88477,1782,0
FORD,Professionnel,Salarie,3,04096,054,0
RENAULT,Trajets,Salarie,4,74081,603,1
RENAULT,Trajets,Salarie,8,37119,707,0
PEUGEOT,Prive,Retraite,5,25131,899,0
PEUGEOT,Trajets,Salarie,7,35136,1014,0
PEUGEOT,Trajets,Artisan,6,26220,903,0
PEUGEOT,Prive,Retraite,4,75000,2140,0
PEUGEOT,Professionnel,Commerce,5,03102,050,1
PEUGEOT,Trajets,Artisan,6,71076,584,0
PEUGEOT,Trajets,Salarie,6,64284,1320,0
VOLKSWAGEN,Prive,Retraite,5,06095,063,0
CITROEN,Professionnel,Agriculteur,9,77512,1409,1
PEUGEOT,Trajets,Artisan,6,33063,994,1
PEUGEOT,Professionnel,Salarie,5,78358,2105,0
RENAULT,Prive,Autre,5,06088,772,0
RENAULT,Trajets,Salarie,6,37065,1703,0
FORD,Trajets,Salarie,5,94053,2141,0
RENAULT,Prive,Autre,9,69000,2024,0
MERCEDESBENZ,Trajets,Salarie,11,01333,1345,1
RENAULT,Trajets,Fonctionnaire,7,35067,1695,0
PORSCHE,Trajets,Fonctionnaire,11,84129,686,1
PEUGEOT,Trajets,Salarie,7,88259,1505,0
AUDI,Trajets,Artisan,11,42275,1070,1
PEUGEOT,Trajets,Fonctionnaire,6,33243,290,0
RENAULT,Trajets,Salarie,6,49160,1757,0
RENAULT,Prive,Autre,6,49355,648,0
PEUGEOT,Trajets,Salarie,6,88218,715,1
PEUGEOT,Professionnel,Agriculteur,9,49368,1758,0
RENAULT,Trajets,Salarie,4,77288,629,0
RENAULT,Trajets,Salarie,6,38553,1044,1
PEUGEOT,Trajets,Salarie,9,16358,851,0
BMW,Professionnel,Salarie,11,06085,081,1
RENAULT,Trajets,Fonctionnaire,6,20050,1574,0
RENAULT,Trajets,Salarie,8,33161,991,0
RENAULT,Prive,Retraite,9,76351,1938,1
PEUGEOT,Trajets,Salarie,5,69000,1759,0
RENAULT,Trajets,Autre,3,21231,1606,0
PEUGEOT,Trajets,Salarie,7,52515,1149,0
BMW,Trajets,Salarie,7,62041,1281,0
HONDA,Trajets,Salarie,7,06029,1541,1
BMW,Trajets,Salarie,11,64214,1318,1
RENAULT,Trajets,Salarie,8,64140,1316,0
OPEL,Trajets,Fonctionnaire,5,13000,2067,0
RENAULT,Prive,Autre,9,69000,2024,0
CITROEN,Trajets,Fonctionnaire,5,02389,748,0
FIAT,Trajets,Salarie,8,80021,655,0
PEUGEOT,Professionnel,Profliberale,6,88196,2010,0
RENAULT,Professionnel,Commerce,7,56218,1184,0
MERCEDESBENZ,Professionnel,Societe,9,69199,2043,1
CITROEN,Trajets,Salarie,4,72154,1802,0
RENAULT,Professionnel,Salarie,9,44055,1089,1
AUSTIN,Trajets,Etudiant,4,06027,074,0
RENAULT,Professionnel,Agriculteur,4,32096,972,0
RENAULT,Trajets,Salarie,6,14118,138,1
MERCEDESBENZ,Professionnel,Salarie,11,87085,710,1
OPEL,Trajets,Salarie,8,42207,1074,1
AUDI,Trajets,Salarie,9,13039,803,0
TALBOT,Prive,Salarie,3,46042,1748,0
RENAULT,Trajets,Salarie,8,21094,181,1
FIAT,Trajets,Salarie,7,37122,1029,0
CITROEN,Trajets,Salarie,8,59011,1250,0
CITROEN,Professionnel,Commerce,5,51230,412,0
RENAULT,Trajets,Salarie,3,02058,1535,0
CITROEN,Professionnel,Fonctionnaire,2,76462,1394,0
RENAULT,Trajets,Salarie,5,51649,1776,0
PEUGEOT,Professionnel,Societe,8,86194,1494,0
RENAULT,Trajets,Salarie,3,34032,1673,0
RENAULT,Trajets,Fonctionnaire,2,83069,1984,0
CITROEN,Trajets,Fonctionnaire,8,21515,1608,0
RENAULT,Trajets,Salarie,6,29232,937,0
VOLKSWAGEN,Prive,Autre,5,30007,251,0
RENAULT,Professionnel,Commerce,5,60612,491,0
RENAULT,Professionnel,Agriculteur,2,24007,204,0
TOYOTA,Prive,Autre,7,85110,703,0
